file_path,split_group,class,prefix
../data/raw\train\angry\Training_77638053.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77660785.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77665862.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77691831.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77700353.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77744374.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77747421.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77778159.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7778825.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77826451.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7786122.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77871418.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77874985.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77885235.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77892048.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7790683.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77917464.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77965100.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77971888.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77983761.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_77995847.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7805912.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78071520.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78071591.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78162290.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78177776.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78179372.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78260987.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78320738.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78323011.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78392730.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78448765.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78464977.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78481625.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78494384.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7850555.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78521255.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78538521.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78541400.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78545198.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78580098.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78595135.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78599505.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78614565.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78618686.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78644633.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78656771.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7865887.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7866351.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78680187.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78688570.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78725795.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78745676.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78759538.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78770110.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78770320.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78784277.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78795166.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78857853.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7888519.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78896362.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78915915.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78928591.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78937516.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_78961347.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79026232.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79051417.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79059604.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79087518.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79115751.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79147691.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79149482.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79152968.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79184926.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79208936.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79220595.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79243182.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79256784.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79279322.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7928172.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79301469.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79342314.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79366386.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79375609.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7940490.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7943977.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79570529.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79591151.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79659862.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79672948.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79674651.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79677205.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79698663.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79710681.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79768506.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79786106.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79804916.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7981296.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79856176.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79906784.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_7995613.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79978828.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79995340.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_79996719.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80000547.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8001493.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80034450.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80045907.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80076633.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80110065.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80131080.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80140263.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80158333.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80177911.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8019615.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80265236.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80285343.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80324870.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80336100.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80341740.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80351159.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80388629.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8040228.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80419679.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80431793.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80482515.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80496474.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80555635.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80574712.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80654603.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80694454.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80704628.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80720718.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80724752.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80785973.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80804172.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80806504.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80816284.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80818570.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80820697.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80830471.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80839759.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80856162.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80928400.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8092955.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80936636.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80946888.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8096422.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80965033.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80974557.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80976958.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80983832.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_80988126.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81002945.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81005354.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81048890.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81059518.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81142435.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81177327.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81181801.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81192903.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81195994.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81205651.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8122893.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81250985.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81296278.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81312912.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81331169.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81333499.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81350174.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81350224.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81351535.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81399691.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81427834.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81428949.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81438547.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81458288.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81464512.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81484480.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81485565.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8148998.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81499267.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81508027.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81522993.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81541574.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81569305.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81590567.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81603707.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81635822.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81671198.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81698292.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81699068.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81707351.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81730099.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81732829.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81736376.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81784072.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81788734.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81797278.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8180717.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81825721.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81857252.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81885304.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81898650.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81918581.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8195915.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_81993292.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82035674.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82037343.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82073038.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82090617.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82094076.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82096123.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82152293.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82173422.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82193817.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82194789.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82205822.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82247373.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82261029.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82270754.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82276346.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82303505.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82314175.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82336376.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8240676.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82435018.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82442209.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8252533.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82561135.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82588523.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82592067.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82594582.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82625912.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82655511.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82660355.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82666051.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82715499.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82778952.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8278653.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82787674.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82797022.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82840591.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_82910553.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_829350.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83031163.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_830549.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83056093.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83089343.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8312517.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83142725.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83148421.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83154911.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83260074.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83320847.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83331712.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83356240.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83402648.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83428926.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83431350.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83435749.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8343610.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83471960.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83505715.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83508843.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83524205.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83595810.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83598293.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83642350.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83656156.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83667190.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83671130.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83671996.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83680167.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83732141.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83740479.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83744483.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8377164.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83776503.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8378137.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83913791.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83926921.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83935491.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83967723.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83969857.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83988893.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83990517.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_83998595.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84052157.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84055562.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84102384.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84105513.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84113341.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84116596.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84166964.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84203856.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84252954.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_842577.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84260061.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84261686.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84273122.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84299628.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84300017.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84303463.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84305894.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84313589.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8431637.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84317470.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84325046.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84359093.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84380770.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84426882.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84471953.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84493769.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84548986.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84564139.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84625038.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84701834.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84743109.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8475486.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84761308.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84772308.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84789870.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84812855.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84817418.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84859165.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84867106.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84876754.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84887395.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8489443.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84902226.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84932821.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_84967243.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85014145.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85037207.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85047673.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85053032.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85077933.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85085151.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85126698.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8513502.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85156837.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85185196.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85188979.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8521861.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85238107.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85239582.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85291995.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85353164.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85377243.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85411017.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85420320.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85423444.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85448416.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85451323.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85498003.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85515066.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85568254.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85625344.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85669296.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85726515.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85733649.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85784799.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85786243.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85800954.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85847931.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85854359.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85943868.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85955324.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_859859.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_85994368.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86008763.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8601269.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86049400.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86079862.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86133370.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86151024.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86167438.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86178100.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86210914.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86224020.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86226433.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86257625.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86310642.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86318360.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86319913.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8633317.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8639759.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86407057.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86428606.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86431040.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86435856.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86461799.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86484994.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8652373.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86531929.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_8655244.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86652507.jpg,TRAIN,angry,Training_
../data/raw\train\angry\Training_86680180.jpg,TRAIN,angry,Training_
