group_id,method,file_path,split_group,class
md5_1327,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_61021692.jpg,TRAIN,surprise
md5_1327,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_72081575.jpg,TRAIN,surprise
md5_1327,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_35458201.jpg,TEST,surprise
md5_1328,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_61326890.jpg,TRAIN,surprise
md5_1328,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_87287885.jpg,TRAIN,surprise
md5_1329,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_61527621.jpg,TRAIN,surprise
md5_1329,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_90653008.jpg,TEST,surprise
md5_1329,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_23695727.jpg,VAL,surprise
md5_1330,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_61711598.jpg,TRAIN,surprise
md5_1330,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_42872438.jpg,VAL,surprise
md5_1331,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_62306235.jpg,TRAIN,surprise
md5_1331,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_67846453.jpg,TRAIN,surprise
md5_1332,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_62542500.jpg,TRAIN,surprise
md5_1332,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_94809551.jpg,TEST,surprise
md5_1333,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_62624600.jpg,TRAIN,surprise
md5_1333,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_97705054.jpg,TRAIN,surprise
md5_1334,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_63245914.jpg,TRAIN,surprise
md5_1334,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71333170.jpg,TRAIN,surprise
md5_1335,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_63684516.jpg,TRAIN,surprise
md5_1335,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_80565344.jpg,TRAIN,surprise
md5_1335,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_92312755.jpg,TRAIN,surprise
md5_1336,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_63790868.jpg,TRAIN,surprise
md5_1336,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69284843.jpg,TRAIN,surprise
md5_1337,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_64150248.jpg,TRAIN,surprise
md5_1337,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_76235773.jpg,TEST,surprise
md5_1338,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_64479673.jpg,TRAIN,surprise
md5_1338,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_77729498.jpg,TEST,surprise
md5_1339,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_64573627.jpg,TRAIN,surprise
md5_1339,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_9278243.jpg,TRAIN,surprise
md5_1340,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_64672207.jpg,TRAIN,surprise
md5_1340,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_60460044.jpg,TEST,surprise
md5_1341,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_64955183.jpg,TRAIN,surprise
md5_1341,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_34128620.jpg,TEST,surprise
md5_1342,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_65022409.jpg,TRAIN,surprise
md5_1342,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70971090.jpg,TRAIN,surprise
md5_1342,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_91162660.jpg,TRAIN,surprise
md5_1343,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_65062356.jpg,TRAIN,surprise
md5_1343,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_41737997.jpg,TEST,surprise
md5_1344,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_65171110.jpg,TRAIN,surprise
md5_1344,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_51939334.jpg,TEST,surprise
md5_1345,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_65470150.jpg,TRAIN,surprise
md5_1345,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_91672224.jpg,TRAIN,surprise
md5_1346,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_65892835.jpg,TRAIN,surprise
md5_1346,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_95232145.jpg,TRAIN,surprise
md5_1347,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66138074.jpg,TRAIN,surprise
md5_1347,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_87716431.jpg,TRAIN,surprise
md5_1348,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66394325.jpg,TRAIN,surprise
md5_1348,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_73074542.jpg,TRAIN,surprise
md5_1348,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_79118199.jpg,TRAIN,surprise
md5_1348,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_94815054.jpg,TRAIN,surprise
md5_1349,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66406852.jpg,TRAIN,surprise
md5_1349,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_98079493.jpg,TRAIN,surprise
md5_1350,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66588830.jpg,TRAIN,surprise
md5_1350,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_81021004.jpg,TEST,surprise
md5_1351,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66629295.jpg,TRAIN,surprise
md5_1351,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_72207843.jpg,VAL,surprise
md5_1352,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_66777416.jpg,TRAIN,surprise
md5_1352,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_9839279.jpg,TRAIN,surprise
md5_1353,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_67099530.jpg,TRAIN,surprise
md5_1353,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70407854.jpg,TRAIN,surprise
md5_1354,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_67467536.jpg,TRAIN,surprise
md5_1354,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_64479147.jpg,VAL,surprise
md5_1355,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_67515730.jpg,TRAIN,surprise
md5_1355,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_991508.jpg,TRAIN,surprise
md5_1356,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_67571165.jpg,TRAIN,surprise
md5_1356,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_90901799.jpg,TRAIN,surprise
md5_1356,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_40404994.jpg,TEST,surprise
md5_1357,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_67911617.jpg,TRAIN,surprise
md5_1357,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_88900715.jpg,TRAIN,surprise
md5_1358,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68092968.jpg,TRAIN,surprise
md5_1358,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68817633.jpg,TRAIN,surprise
md5_1359,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68106210.jpg,TRAIN,surprise
md5_1359,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68191610.jpg,TRAIN,surprise
md5_1359,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_66012598.jpg,VAL,surprise
md5_1360,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68316414.jpg,TRAIN,surprise
md5_1360,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_8163666.jpg,TRAIN,surprise
md5_1361,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68375521.jpg,TRAIN,surprise
md5_1361,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_19807053.jpg,VAL,surprise
md5_1362,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68507681.jpg,TRAIN,surprise
md5_1362,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_77901708.jpg,TEST,surprise
md5_1363,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68561658.jpg,TRAIN,surprise
md5_1363,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_17898849.jpg,TEST,surprise
md5_1364,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68632316.jpg,TRAIN,surprise
md5_1364,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_71616306.jpg,VAL,surprise
md5_1365,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68867125.jpg,TRAIN,surprise
md5_1365,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_95163599.jpg,TRAIN,surprise
md5_1366,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_68990617.jpg,TRAIN,surprise
md5_1366,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_9171383.jpg,TEST,surprise
md5_1367,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69199262.jpg,TRAIN,surprise
md5_1367,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_66065964.jpg,VAL,surprise
md5_1368,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_694448.jpg,TRAIN,surprise
md5_1368,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_79789842.jpg,TRAIN,surprise
md5_1369,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69540102.jpg,TRAIN,surprise
md5_1369,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70946692.jpg,TRAIN,surprise
md5_1370,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69707943.jpg,TRAIN,surprise
md5_1370,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_83517089.jpg,TRAIN,surprise
md5_1370,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_84702289.jpg,TRAIN,surprise
md5_1371,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_69891198.jpg,TRAIN,surprise
md5_1371,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_73308302.jpg,TRAIN,surprise
md5_1372,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70474781.jpg,TRAIN,surprise
md5_1372,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71896505.jpg,TRAIN,surprise
md5_1373,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70549487.jpg,TRAIN,surprise
md5_1373,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_92666649.jpg,TRAIN,surprise
md5_1374,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70675250.jpg,TRAIN,surprise
md5_1374,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_8153825.jpg,VAL,surprise
md5_1375,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70734672.jpg,TRAIN,surprise
md5_1375,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_95007623.jpg,TRAIN,surprise
md5_1376,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_70944305.jpg,TRAIN,surprise
md5_1376,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_90519473.jpg,TRAIN,surprise
md5_1377,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71212913.jpg,TRAIN,surprise
md5_1377,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_79840914.jpg,TRAIN,surprise
md5_1377,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_82810364.jpg,TRAIN,surprise
md5_1377,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_97847754.jpg,TRAIN,surprise
md5_1377,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_34696648.jpg,TEST,surprise
md5_1378,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71382116.jpg,TRAIN,surprise
md5_1378,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_72232686.jpg,TRAIN,surprise
md5_1378,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_96277880.jpg,TRAIN,surprise
md5_1379,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71658995.jpg,TRAIN,surprise
md5_1379,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_8178054.jpg,TRAIN,surprise
md5_1380,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_7184858.jpg,TRAIN,surprise
md5_1380,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_91587541.jpg,TRAIN,surprise
md5_1381,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71849638.jpg,TRAIN,surprise
md5_1381,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_23583223.jpg,VAL,surprise
md5_1382,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_71890675.jpg,TRAIN,surprise
md5_1382,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_9909756.jpg,TRAIN,surprise
md5_1383,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_72740241.jpg,TRAIN,surprise
md5_1383,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_88570558.jpg,TRAIN,surprise
md5_1383,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_96765324.jpg,TRAIN,surprise
md5_1383,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_67290585.jpg,VAL,surprise
md5_1384,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_72864033.jpg,TRAIN,surprise
md5_1384,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_52382443.jpg,TEST,surprise
md5_1385,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_73097782.jpg,TRAIN,surprise
md5_1385,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_77803070.jpg,TRAIN,surprise
md5_1386,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_73111916.jpg,TRAIN,surprise
md5_1386,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_44774809.jpg,VAL,surprise
md5_1387,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_737165.jpg,TRAIN,surprise
md5_1387,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_73588122.jpg,VAL,surprise
md5_1388,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_73772355.jpg,TRAIN,surprise
md5_1388,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_12186725.jpg,VAL,surprise
md5_1389,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_73869708.jpg,TRAIN,surprise
md5_1389,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_95600814.jpg,TRAIN,surprise
md5_1389,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_17677007.jpg,VAL,surprise
md5_1390,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_74171009.jpg,TRAIN,surprise
md5_1390,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_89353263.jpg,TRAIN,surprise
md5_1390,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_49739228.jpg,VAL,surprise
md5_1391,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_74610198.jpg,TRAIN,surprise
md5_1391,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_44720580.jpg,VAL,surprise
md5_1392,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_74633236.jpg,TRAIN,surprise
md5_1392,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_642696.jpg,TEST,surprise
md5_1393,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_74677647.jpg,TRAIN,surprise
md5_1393,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_87859317.jpg,TRAIN,surprise
md5_1394,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_74855714.jpg,TRAIN,surprise
md5_1394,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_87940071.jpg,TRAIN,surprise
md5_1395,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_75033855.jpg,TRAIN,surprise
md5_1395,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_91083912.jpg,TRAIN,surprise
md5_1396,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_75424611.jpg,TRAIN,surprise
md5_1396,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_78180569.jpg,VAL,surprise
md5_1397,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_75771116.jpg,TRAIN,surprise
md5_1397,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_40584155.jpg,TEST,surprise
md5_1398,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_75884563.jpg,TRAIN,surprise
md5_1398,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_98241018.jpg,TRAIN,surprise
md5_1399,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_76203484.jpg,TRAIN,surprise
md5_1399,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_47284533.jpg,TEST,surprise
md5_1400,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_76551437.jpg,TRAIN,surprise
md5_1400,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_98011942.jpg,TRAIN,surprise
md5_1401,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_76747047.jpg,TRAIN,surprise
md5_1401,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_88902041.jpg,VAL,surprise
md5_1402,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_76780452.jpg,TRAIN,surprise
md5_1402,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_50994876.jpg,TEST,surprise
md5_1403,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_76966425.jpg,TRAIN,surprise
md5_1403,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_34419863.jpg,VAL,surprise
md5_1404,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_77840539.jpg,TRAIN,surprise
md5_1404,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_91279496.jpg,TRAIN,surprise
md5_1405,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_78237635.jpg,TRAIN,surprise
md5_1405,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PublicTest_49089142.jpg,VAL,surprise
md5_1406,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_78646924.jpg,TRAIN,surprise
md5_1406,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_26572350.jpg,TEST,surprise
md5_1406,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\test\surprise\PrivateTest_34688181.jpg,TEST,surprise
md5_1407,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_78892453.jpg,TRAIN,surprise
md5_1407,md5,C:/Users/Yasindu/Desktop/Chat_Research/IT22638168/ml/fer/data/raw\train\surprise\Training_97100020.jpg,TRAIN,surprise
